tahun,gk,provinsi,jenis,daerah,periode,tahun_kategori,cluster
2014.0,313294.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,364920.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,374355.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,386139.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,389661.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,281022.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,290363.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,306721.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,310296.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,297863.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,307224.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,322947.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,327003.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,406973.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,409382.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,418525.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,421855.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,326320.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,329136.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,336584.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2018-2019,2
2018.0,342303.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,343396.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,346737.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,354898.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,360069.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,441625.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,467314.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,494388.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,496191.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,353684.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,359011.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,376212.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,377246.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,373922.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,383762.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,403005.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,404712.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,508584.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,531194.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,558741.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,MARET,,0
2022.0,594016.0,NUSA TENGGARA TIMUR,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,385970.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,408769.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,429079.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,MARET,,0
2022.0,455543.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,415116.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,437607.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,460823.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,MARET,,0
2022.0,490909.0,NUSA TENGGARA TIMUR,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,250029.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,259948.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,265291.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,275590.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,257337.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,271176.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,277422.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,289535.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,255104.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,267745.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,275121.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,285537.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,286049.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2017-2018,2
2017.0,305430.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,323125.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2018-2019,2
2018.0,331134.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,2
2017.0,302069.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,315188.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,320747.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2018-2019,2
2018.0,326706.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,297455.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,312222.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,321481.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,328114.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,348116.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2019-2020,0
2019.0,366155.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,379108.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2020-2021,0
2020.0,382408.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,337213.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2019-2020,0
2019.0,345098.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,351955.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2020-2021,0
2020.0,353089.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,340782.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,351667.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,361075.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,362874.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,388798.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,407296.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,418006.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,MARET,,0
2022.0,445660.0,KALIMANTAN BARAT,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,360819.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,377369.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,387226.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,MARET,,0
2022.0,407998.0,KALIMANTAN BARAT,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,370423.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,387342.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,397561.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
2022.0,421139.0,KALIMANTAN BARAT,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,84546.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2015-2016,1
2015.0,87567.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,87852.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2016-2017,1
2016.0,90886.99999999997,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,1
2015.0,61456.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2015-2016,1
2015.0,66112.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2015-2016,1
2016.0,68058.00000000003,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2016-2017,1
2016.0,71406.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2016-2017,1
2015.0,68511.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,1
2015.0,72668.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,1
2016.0,72760.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,1
2016.0,77489.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,1
2017.0,93137.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2017-2018,1
2017.0,96157.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,100003.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2018-2019,1
2018.0,103335.00000000003,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,1
2017.0,73552.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2017-2018,1
2017.0,79124.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2017-2018,1
2018.0,81601.99999999997,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2018-2019,1
2018.0,87098.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2018-2019,1
2017.0,79764.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,1
2017.0,84620.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,1
2018.0,87804.99999999997,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,1
2018.0,92716.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,1
2019.0,108408.99999999997,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2019-2020,1
2019.0,110999.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,121023.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2020-2021,1
2020.0,122037.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,1
2019.0,92007.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2019-2020,1
2019.0,95986.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2019-2020,1
2020.0,104236.99999999997,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2020-2021,1
2020.0,105435.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2020-2021,1
2019.0,97773.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,1
2019.0,101232.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,1
2020.0,110125.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,1
2020.0,111385.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,1
2021.0,124543.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,2021-2022,1
2021.0,133177.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,140781.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,MARET,,1
2022.0,146772.0,KALIMANTAN BARAT,NONMAKANAN,PERKOTAAN,SEPTEMBER,,1
2021.0,106542.99999999997,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,2021-2022,1
2021.0,109174.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,2021-2022,1
2022.0,112823.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,MARET,,1
2022.0,121058.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAAN,SEPTEMBER,,1
2021.0,113031.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,1
2021.0,117885.00000000003,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,1
2022.0,123099.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,MARET,,1
2022.0,130528.0,KALIMANTAN BARAT,NONMAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,,1
2013.0,263058.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2013-2014,2
2013.0,280423.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,291533.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2014-2015,2
2014.0,307789.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2014-2015,2
2013.0,242321.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2013-2014,2
2013.0,265898.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2013-2014,2
2014.0,279049.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2014-2015,2
2014.0,294044.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2014-2015,2
2013.0,313294.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2013-2014,2
2013.0,313294.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2013-2014,2
2014.0,313294.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2014-2015,2
2014.0,313294.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2014-2015,2
2015.0,334575.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2015-2016,2
2015.0,347516.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,353143.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2016-2017,2
2016.0,366477.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,318792.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2015-2016,2
2015.0,337288.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,345480.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2016-2017,2
2016.0,360940.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,323615.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,340413.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,347881.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,363026.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,379187.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2017-2018,2
2017.0,401588.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,423128.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2018-2019,0
2018.0,434470.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2018-2019,0
2017.0,375621.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2017-2018,2
2017.0,394313.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,402349.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2018-2019,0
2018.0,413806.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2018-2019,0
2017.0,377219.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,396842.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,409286.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2018-2019,0
2018.0,420831.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,0
2019.0,456525.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2019-2020,0
2019.0,477154.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,500131.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2020-2021,0
2020.0,504445.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,429220.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2019-2020,0
2019.0,441084.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,456192.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2020-2021,0
2020.0,458524.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,438555.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,452899.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,471200.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,474259.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,513341.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,2021-2022,0
2021.0,540474.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,558787.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,MARET,,0
2022.0,592432.0,KALIMANTAN BARAT,TOTAL,PERKOTAAN,SEPTEMBER,,0
2021.0,467362.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,2021-2022,0
2021.0,486544.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,500049.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,MARET,,0
2022.0,529055.0,KALIMANTAN BARAT,TOTAL,PERDESAAN,SEPTEMBER,,0
2021.0,483454.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,505227.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,520660.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,MARET,,0
2022.0,551667.0,KALIMANTAN BARAT,TOTAL,PERDESAANPERKOTAAN,SEPTEMBER,,0
2015.0,251976.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2015-2016,2
2015.0,256020.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,264149.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2016-2017,2
2016.0,271490.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2016-2017,2
2015.0,296856.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2015-2016,2
2015.0,306475.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2015-2016,2
2016.0,316546.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2016-2017,2
2016.0,320315.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2016-2017,2
2015.0,281506.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2015-2016,2
2015.0,289219.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2015-2016,2
2016.0,299485.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2016-2017,2
2016.0,303541.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2016-2017,2
2017.0,283201.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2017-2018,2
2017.0,286272.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,290898.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2018-2019,2
2018.0,305217.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2018-2019,2
2017.0,338235.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2017-2018,2
2017.0,342574.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2017-2018,2
2018.0,347960.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2018-2019,2
2018.0,356962.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2018-2019,2
2017.0,320636.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2017-2018,2
2017.0,325133.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2017-2018,2
2018.0,328127.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2018-2019,2
2018.0,338032.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2018-2019,2
2019.0,317184.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2019-2020,0
2019.0,337107.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,358205.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2020-2021,0
2020.0,362579.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2020-2021,0
2019.0,363433.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2019-2020,0
2019.0,376076.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2019-2020,0
2020.0,397192.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2020-2021,0
2020.0,402086.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2020-2021,0
2019.0,346454.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2019-2020,0
2019.0,361419.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2019-2020,0
2020.0,382954.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2020-2021,0
2020.0,387865.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2020-2021,0
2021.0,371472.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,2021-2022,0
2021.0,374314.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,392777.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,MARET,,0
2022.0,416222.0,KALIMANTAN TENGAH,MAKANAN,PERKOTAAN,SEPTEMBER,,0
2021.0,412878.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,2021-2022,0
2021.0,429419.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,2021-2022,0
2022.0,451136.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,MARET,,0
2022.0,478269.0,KALIMANTAN TENGAH,MAKANAN,PERDESAAN,SEPTEMBER,,0
2021.0,396514.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,2021-2022,0
2021.0,407871.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,SEPTEMBER,2021-2022,0
2022.0,426914.0,KALIMANTAN TENGAH,MAKANAN,PERDESAANPERKOTAAN,MARET,,0
